,nombre,categoria,seccion,descripcion,dimensiones,imagen
162,CH2,Chaiselongue,Descatalogado  ,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CH2/LOGOTIPO VAZQUEZ- 720x540.png
163,CO2,Cocinas,Electrodomestico  Cocina  ,Cocina de gas 3 fuegos con horno,54x50x83 (cm),https://atrezzovazquez.es/admin/img_prod/CO2/CO2-720x540.png
164,COM2,Comoda,Dormitorio  Imperio  ,Cómoda imperio caoba y bronce 4 cajones,122x59x106 (cm),https://atrezzovazquez.es/admin/img_prod/COM2/COM2-1-720x540.png
165,CON2,Consola,Frances  Recibidor  ,Consola Luis XV talla cartón tapa figurada,170x60x100 (cm),https://atrezzovazquez.es/admin/img_prod/CON2/CON2-1-720x540.png
166,COS2,,Costurero  ,Costurero isabelino negro interior raso rojo,52x36x76 (cm),https://atrezzovazquez.es/admin/img_prod/COS2/COS2-1-720x540.png
167,CU2,Cuadro,Retratos  ,Cuadro marco madera y filo oro ancho oleografía mujer,80x10x90 (cm),https://atrezzovazquez.es/admin/img_prod/CU2/CU2-720x540.png
168,ANU2,Carteles y anuncios,Bar y cafetería  ,Cartel chapa cerveza antiguo,10x5x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU2/ANU2-720x540.png
169,ESP2,Espejo,Dormitorio  ,Espejo vestidor caoba con copete,86x52x190 (cm),https://atrezzovazquez.es/admin/img_prod/ESP2/ESP2-720x540.png
170,ES2,Estanteria,Dormitorio  ,Estantería de suelo de bambú,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ES2/ES2-1-720x540.png
171,EST2,Estufa,Calefaccion  ,Estufa salamandra hierro marrón,60x40x90 (cm),https://atrezzovazquez.es/admin/img_prod/EST2/EST2 720x540.png
172,ESTAT2,Estatua,Religioso  ,Estatua cartón Virgen con niño,60x40x140 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT2/ESTAT2-720x540.png
173,GN2,Galan de noche,Dormitorio  ,Galan de noche pintado marrón,45x45x120 (cm),https://atrezzovazquez.es/admin/img_prod/GN2/GN2-1-720x540.png
174,AGU2,Aguamaniles,Dormitorio  ,Aguamanil loza crema filo azul,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AGU2/AGU2-720x540.png
175,ADP2,Animales disecados en panoplia,,Cuernos de ciervo en panoplia madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADP2/ADP2-720x450.png
176,F2,Fichero,Despacho  ,Fichero madera 5 cajones,53x55x133 (cm),https://atrezzovazquez.es/admin/img_prod/F2/F2-1-720x540.png
177,MUS2,Instrumentos musicales,Musica  Piano  ,Piano de media cola figurado,155x108x95 (cm),https://atrezzovazquez.es/admin/img_prod/MUS2/MUS2-1-720x540.png
178,ADO2,Adornos,Salón  ,Adorno mesa rosa antiguo plateado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO2/ADO2-720x540.png
179,DPT2,Deporte,Gimnasio  ,Cinta andadora mecánica,130x60x120 (cm),https://atrezzovazquez.es/admin/img_prod/DPT2/DPT2-720x540.png
180,LAM2,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa antigua escayola pintada,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM2/LAM2-720X540.png
181,FUM2,Artículos de fumador,Cajas  ,Cajas para tabaco,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM2/FUM2-720x540.png
182,ASP2,Aspiradoras,Electrodomestico  ,Aspiradora antigua base triangular bolsa en barra,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP2/ASP2-720x540.png
183,AZP2,Azulejos y platos de pared,Decoración  ,Azulejo pared escena taurina marco forja hierro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP2/AZP2-720x540.png
184,BAD2,Bandejas,,Bandeja plateada grabada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD2/BAD2-720x540.png
185,BYC2,Atrezzo de bar y cafetería,Bar y cafetería  ,Sifón de cristal antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC2/BYC2-720x540.png
186,COL2,Atrezzo colegio,Colegio  ,Pizarrín antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL2/COL2-720x540.png
187,DES2,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía de viaje nogal cantoneras metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES2/DES2-720x540.png
188,CST2,Moda y costura,Avíos de costura  ,Bastidor de coser grande antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST2/CST2-720x540.png
189,CEM2,Cementerio,,Lápida de cementerio figurada piedra,52x19x101 (cm),https://atrezzovazquez.es/admin/img_prod/CEM2/CEM002-1-720x540.png
190,CHI2,Chimenea,,Avíos chimenea metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CHI2/CHI2-720x540.png
191,CRI2,Cristalería,Bomboneras  ,Bomboneras cristal antiguas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI2/CRI2-720x540.png
192,MC2,Macetero,Jardín  ,Macetero hierro blanco para tres tiestos,50x50x95 (cm),https://atrezzovazquez.es/admin/img_prod/MC2/MC2-1-720x540.png
193,ME2,Mesilla,Dormitorio  Frances  ,Mesilla francesa con pinturas en el frente,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ME2/ME2-1-720x540.png
194,VET2,Ventilador,,Ventilador de mesa pequeño crema antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET2/VET2-720x540.png
195,REL2,Reloj,Salón  ,Reloj de pìe forma guitarra figurado,58x25x225 (cm),https://atrezzovazquez.es/admin/img_prod/REL2/REL2-1-720x540.png
196,TEL2,Telefonía,,Teléfono de pared antiguo caja madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL2/TEL2-720x540.png
197,MYN2,Maletas y neceseres de viaje,Viaje  ,Maleta antigua crema cantoneras marrones,65x30x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN2/MYN2-720x540.png
198,MYC2,Maletines y carteras,,Bolsas de costado de nylon,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC2/MYC2-720x540.png
199,LYR2,Libros y revistas,,Misales antiguos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR2/LYR2-720x540.png
200,URN2,Urnas,,Urna antigua,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/URN2/URN2-720x540.png
201,TOC2,Objetos de tocador,Tocador  ,Cajas de tocador de loza colores,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC2/TOC2-720x540.png
202,VAJ2,Vajilla,Comedor  ,Vajilla loza Flor de Lis (12 servicios),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAJ2/VAJ2-720x540.png
203,JUG2,Juguetes,Juguete  ,Juego antiguo Batalla Naval con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG2/JUG2-720x540.png
204,JAR2,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra cincelada antigua,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR2/JAR2-720x540.png
205,TYV2,Televisores y vídeos,Televisor  ,Televisión portátil crema sharp color (funcionando),45x33x31 (cm),https://atrezzovazquez.es/admin/img_prod/TYV2/TYV2-1-720x540.png
206,MYS2,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces caja madera frontal tela beige,27x19x48 (cm),https://atrezzovazquez.es/admin/img_prod/MYS2/MYS2-720x540.png
207,SOM2,Sombrereras,Viaje  ,Sombrerera antiguas de cuero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/SOM2/SOM2-720x540.png
208,TP2,Tapices y estandartes,Iglesia  Medieval  ,Tapiz pintado religioso Adán y Eva,205x0x230 (cm),https://atrezzovazquez.es/admin/img_prod/TP2/TP2-720x540.png
209,ML2,Librería,Despacho  Inglesa  ,LIBRERÍA DESPACHO INGLESA CAOBA 4 PUERTAS,213x45x177 (cm),https://atrezzovazquez.es/admin/img_prod/ML2/ML2-720x540.png
210,MED2,Atrezzo medicina,Hospital  Medicina  ,Instrumentos médicos quirúrgicos actuales,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED2/MED2-720x540.png
211,HOS2,Hospitales,Hospital  Medicina  ,Banqueta hospital cuadrada chapa blanca,25x25x42 (cm),https://atrezzovazquez.es/admin/img_prod/HOS2/HOS2-1-720x540.png
212,VAA2,Atrezzo vario,Descatalogado  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA2/LOGOTIPO VAZQUEZ- 720x540.png
213,GRA2,Gramófonos y gramolas,Musica  ,Gramófono octogonal blanco con bocina blanca,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GRA2/GRA2-720x540.png
214,ARA2,Atrezzo Árabe,Arabe  ,Mesa árabe rectangular pintada,100x50x72 (cm),https://atrezzovazquez.es/admin/img_prod/ARA2/ARA2-1-720x540.png
215,SI2,Sillón,Isabelino  Salón  Sillería  ,Sillón isabelino limoncillo tapizado tela flores,65x55x95 (cm),https://atrezzovazquez.es/admin/img_prod/SI2/SI2-1-720x540.png
216,RAD2,Radios,,Radio antigua caja madera 3 mandos dial cuadrado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD2/RAD2-720x540.png
217,JAM2,Jamuga,Navidad  ,Jamuga cabezas y garras dorada tapizada terciopelo rojo,110x60x145 (cm),https://atrezzovazquez.es/admin/img_prod/JAM2/JAM2-1-720x540.png
218,MV2,Muebles varios,Chifonier  ,Chifonier caoba marquetería flores,70x33x143 (cm),https://atrezzovazquez.es/admin/img_prod/MV2/MV2-1-720x540.png
219,JAU2,Jaula,,Jaula de barrotes de hierro con argollas techo,100x100x110 (cm),https://atrezzovazquez.es/admin/img_prod/JAU2/JAU2-1-720x540.png
220,JUE2,Juego,Casino  ,Mesa de ruleta caoba patas torneadas,400x115x80 (cm),https://atrezzovazquez.es/admin/img_prod/JUE2/JUE2-1-720x540.png
221,JU2,Juguetero,,Juguetero de roble con espejo,34x24x150 (cm),https://atrezzovazquez.es/admin/img_prod/JU2/JU2-1-720x540.png
222,SIL2,Silla,Isabelino  Sillería  ,Silla isabelina limoncillo tapizada tela flores,45x42x90 (cm),https://atrezzovazquez.es/admin/img_prod/SIL2/SIL2-1-720x540.png
223,LM2,Litera de mano,Edad media  ,Litera de transporte pintada,72x90x162 (cm),https://atrezzovazquez.es/admin/img_prod/LM2/LM2-1-720X540.png
224,MEC2,Mecedora,Curvado  ,Mecedora curvada tapizada terciopelo labrado,55x88x100 (cm),https://atrezzovazquez.es/admin/img_prod/MEC2/MEC2-720x540.png
225,MOS2,Mostrador,Tienda  ,Mostrador de tienda de nogal (se le puede añadir una parte más alta para elevarlo),150x50x90 (cm),https://atrezzovazquez.es/admin/img_prod/MOS2/MOS2-1-720x540.png
226,S2,Sofá,Isabelino  Salón  Sillería  ,Sofá isabelino limoncillo tapizado tela flores,160x60x100 (cm),https://atrezzovazquez.es/admin/img_prod/S2/S2-1-720x540.png
227,ILU2,Iluminación,,Cuadro de luz gris con 3 relojes,67x15x54 (cm),https://atrezzovazquez.es/admin/img_prod/ILU2/ILU2-720x540.png
228,PV2,Pie de vela,Candelero  Iglesia  Medieval  ,Hachero suelo de cuadradillo 1 luz,46x46x135 (cm),https://atrezzovazquez.es/admin/img_prod/PV2/PV2-720x540.png
229,SEC2,Secreter,Americano  Salón  ,Bureau americano de persiana,115x75x112 (cm),https://atrezzovazquez.es/admin/img_prod/SEC2/SEC2-1-720x540.png
230,VI2,Vitrina,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VI2/LOGOTIPO VAZQUEZ- 720x540.png
231,PEL2,Peluquería,Lavabo  ,Lavacabezas de peluquería loza crema con alcachofa ducha,50x60x35 (cm),https://atrezzovazquez.es/admin/img_prod/PEL2/PEL2-1-720x540.png
232,SR2,Silla de ruedas,Hospital  ,Silla de ruedas plegable con ruedas pequeñas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/SR2/SR2-1-720x540.png
233,PC2,Pizarra,Colegio  ,Pizarra de colegio marco madera oscuro,215x5x114 (cm),https://atrezzovazquez.es/admin/img_prod/PC2/PC2-720x540.png
234,BUZ2,Buzones,Portal  ,Bloque de 5 buzones de portal chapa pintados,119x8x30 (cm),https://atrezzovazquez.es/admin/img_prod/BUZ2/BUZ2-720x540.png
235,CAM2,Cámara fotos y vídeo,Cámaras de vídeo  ,Cámara de vídeo Hi 8 Sanyo con su funda,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAM2/CAM2-720x540.png
236,JUZ2,Juzgado,Juzgados  ,Estrado juzgado madera tallado de 1 metro,100x73x87 (cm),https://atrezzovazquez.es/admin/img_prod/JUZ2/JUZ2-1-720x540.png
237,QIN2,Quinqués,,Quinqué bola cristal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN2/QIN2-720x540.png
238,REV2,Revistero,Mimbre  ,Revistero de pared de mimbre,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REV2/REV2-720x540.png
239,MOU2,Mobiliario urbano,Calle  ,Cabeza de semáforo antigua de colgar,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU2/MOU2-720x540.png
240,PAP2,Papelera,,Papelera chapa roja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP2/PAP2-720x540.png
241,FIG2,Figuras,Adorno  ,Figura de barro artesanía mujer,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG2/FIG2-720x540.png
242,PLA2,Playa,Hamaca  Jardín  ,Hamaca de madera reclinable con tela rayas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA2/PLA2-1-720x540.png
243,REG2,Religión,Religioso  ,Adorno de mesa religioso,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG2/REG2-720x540.png
244,RU2,Rural,Cantarera  Rústico  ,Cantarera de 4 frente recortado,140x38x60 (cm),https://atrezzovazquez.es/admin/img_prod/RU2/RU2-1-720x540.png
245,PAR2,Paragüero,,Paragüero metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/PAR2/PAR2-720x540.png
246,GUA2,Guarnición,Imperio  ,Guarnición imperio mármol negro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GUA2/GUA2-720x540.png
247,ALA3,Alacena,Cocina  Español  ,Alacena estilo español cuarterones tallados,108x30x175 (cm),https://atrezzovazquez.es/admin/img_prod/ALA3/ALA3-1-720x540.png
248,ALF3,Alfombra,Arabe  ,Alfombra persa azul y rojo con fleco,240x160x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF3/ALF3-720x540.png
249,AFC3,Alfombra de cama,Dormitorio  ,Alfombrín de cama marrón dibujos amarillos,130x70x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC3/AFC3-720x540.png
250,AP3,Aparador,Comedor  Estilo mil novecientos  ,Aparador 1900 con vitrina,154x60x265 (cm),https://atrezzovazquez.es/admin/img_prod/AP3/AP3-1-720x540.png
251,AST3,Atrezzo astronomia,,Telescopio figurado madera y metal con pie,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AST3/AST3-720x540.png
252,TOR3,Tortura,Carcel  ,"Cepo de tortura de madera para cabeza, pies y manos",160x40x160 (cm),https://atrezzovazquez.es/admin/img_prod/TOR3/TOR3-1-720x540.png
253,ARC3,Arcon,Rústico  ,Arqueta talla lisa antigua,100x38x48 (cm),https://atrezzovazquez.es/admin/img_prod/ARC3/ARC3-1-720x540.png
254,AR3,Armario,Dormitorio  Inglesa  ,Armario inglés caoba 2 puertas espejos ovalados,135x65x215 (cm),https://atrezzovazquez.es/admin/img_prod/AR3/AR3-720x540.png
255,ARM3,Armero,Militar  ,Armero para fusiles fondo rojo,125x24x163 (cm),https://atrezzovazquez.es/admin/img_prod/ARM3/ARM3-720x540.png
256,ATD3,Ataud,Egipcio  ,Ataúd sarcófago egipcio figurado,65x50x180 (cm),https://atrezzovazquez.es/admin/img_prod/ATD3/ATD3-1-720x540.png
257,ATR3,Atril,Religioso  ,Atril pino columna recta,50x50x115 (cm),https://atrezzovazquez.es/admin/img_prod/ATR3/ATR3-1-720x540.png
258,BL3,Balancin,Columpio  Juguete  ,Balancín de niño de madera,70x30x63 (cm),https://atrezzovazquez.es/admin/img_prod/BL3/BL3-1-720x540.png
259,BAC3,Banco,Juzgados  ,Banco de juzgado tapizado skay rojo,205x64x126 (cm),https://atrezzovazquez.es/admin/img_prod/BAC3/BAC3-1-720x540.png
260,BAN3,Banqueta,,Banqueta de pie a juego sillón SI189,46x40x19 (cm),https://atrezzovazquez.es/admin/img_prod/BAN3/BAN3-1-720x540.png
261,M3,Mesa,Jardín  ,Mesa de jardín forja blanca,80x80x75 (cm),https://atrezzovazquez.es/admin/img_prod/M3/M3-1-720x540.png
262,BA3,Baño,Bañera  ,Bañera acrílica patas niqueladas,176x80x85 (cm),https://atrezzovazquez.es/admin/img_prod/BA3/BA3-1-720x540.png
263,BAR3,Bargueño,Español  ,Bargueño arqueta estilo español tallada,95x42x133 (cm),https://atrezzovazquez.es/admin/img_prod/BAR3/BAR3-1-720x540.png
264,BRL3,Barril,Bar y cafetería  Rústico  ,Barril de madera pequeño,37x37x49 (cm),https://atrezzovazquez.es/admin/img_prod/BRL3/BRL3-1-720x540.png
265,BAS3,Bascula,Mercado  Tienda  ,Báscula de tienda de colgar,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAS3/BAS3-720x540.png
266,BAU3,Baul,Americano  Viaje  ,Baúl armario americano azul pequeño,49x25x85 (cm),https://atrezzovazquez.es/admin/img_prod/BAU3/BAU3-1-720x540.png
267,BEB3,Bebé,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BEB3/LOGOTIPO VAZQUEZ- 720x540.png
268,PER3,Perchero,Recibidor  Forja  Jardín  ,Perchero pie forja hierro marrón,40x40x170 (cm),https://atrezzovazquez.es/admin/img_prod/PER3/PER3-720x540.png
269,ESC3,Escaleras,Tienda  ,Escalera de tijera de madera,43x62x116 (cm),https://atrezzovazquez.es/admin/img_prod/ESC3/ESC3-720x540.png
270,BIO3,Biombo,Frances  Dormitorio  ,Biombo Luis XV 3 hojas nogal tela flores y rayas,144x5x190 (cm),https://atrezzovazquez.es/admin/img_prod/BIO3/BIO3-720x540.png
271,BIS3,Bis a bis,Salón  ,Bis a bis respaldos recortados patas torneadas,80x43x82 (cm),https://atrezzovazquez.es/admin/img_prod/BIS3/BIS3-1-720x540.png
272,BRA3,Brasero,Calefaccion  ,Braseros bola pletina chapa (a juego 2 pequeños),35x35x100 (cm),https://atrezzovazquez.es/admin/img_prod/BRA3/BRA3-720x540.png
273,BUT3,Butaca de cine,Cine  Teatro  ,Fila de tres asientos de butacas de cine pana roja,150x60x80 (cm),https://atrezzovazquez.es/admin/img_prod/BUT3/BUT3-1-720x540.png
274,CAB3,Caballete,Pintor  ,Caballete de estudio madera claro,70x70x205 (cm),https://atrezzovazquez.es/admin/img_prod/CAB3/CAB3-1-720x540.png
275,CAR3,Caja registradora,Tienda  ,Caja registradora eléctrica,41x42x36 (cm),https://atrezzovazquez.es/admin/img_prod/CAR3/CAR3-1-720x540.png
276,CF3,Caja fuerte,,Caja fuerte de hierro pintada gris,60x35x100 (cm),https://atrezzovazquez.es/admin/img_prod/CF3/CF3-720x540.png
277,CAJ3,Caja,Cajas  Militar  ,Caja de chapa aluminio con tapa,75x42x33 (cm),https://atrezzovazquez.es/admin/img_prod/CAJ3/CAJ3-720x520.png
278,CA3,Cama,Cabecero  Dormitorio  ,Cabecero capitoné tapizado terciopelo oro,240x10x115 (cm),https://atrezzovazquez.es/admin/img_prod/CA3/CA3-720x540.png
279,REC3,Reclinatorio,Iglesia  Religioso  ,Reclinatorio negro y oro tapizado rojo,70x32x80 (cm),https://atrezzovazquez.es/admin/img_prod/REC3/REC3 720x540.png
280,CARR3,Carretilla,Oficios  ,Carretilla de hierro de obra,115x60x50 (cm),https://atrezzovazquez.es/admin/img_prod/CARR3/CARR3-1-720x540.png
281,CSE3,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio madera tallada caoba.,70x45x65 (cm),https://atrezzovazquez.es/admin/img_prod/CSE3/CSE3-1-720x540.png
282,CH3,Chaiselongue,Descatalogado  ,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CH3/LOGOTIPO VAZQUEZ- 720x540.png
283,CO3,Cocinas,Electrodomestico  Cocina  ,Cocina de gas 2 fuegos con horno y cajón,48x39x86 (cm),https://atrezzovazquez.es/admin/img_prod/CO3/CO3-720x540.png
284,COM3,Comoda,Dormitorio  Frances  ,Cómoda Luis XV caoba y bronce tapa figurada mármol,120x50x96 (cm),https://atrezzovazquez.es/admin/img_prod/COM3/COM3-1-720x540.png
285,CON3,Consola,Frances  Recibidor  ,Consola Luis XV caoba y oro tapa mármol rosa,165x50x82 (cm),https://atrezzovazquez.es/admin/img_prod/CON3/CON3-1-720x540.png
286,COS3,,Costurero  ,Costurero-mesita nogal tapa forma y pata lira con repisa,63x27x60 (cm),https://atrezzovazquez.es/admin/img_prod/COS3/COS03.bmp
287,CU3,Cuadro,Retratos  ,Lienzo a medio pintar óleo hombre,100x5x190 (cm),https://atrezzovazquez.es/admin/img_prod/CU3/CU3-720x540.png
288,ANU3,Carteles y anuncios,,Cartel  antiguo chapa equipo fútbol,10x5x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU3/ANU3-720x540.png
289,ESP3,Espejo,Dormitorio  Imperio  ,Espejo vestidor imperio columnas,100x50x210 (cm),https://atrezzovazquez.es/admin/img_prod/ESP3/ESP3-720x540.png
290,ES3,Estanteria,Rústico  ,Estantería rústica 6 baldas,88x32x218 (cm),https://atrezzovazquez.es/admin/img_prod/ES3/ES3-1-720x540.png
291,EST3,Estufa,Calefaccion  ,Estufa chubesqui hierro liso con ruedas,26x26x72 (cm),https://atrezzovazquez.es/admin/img_prod/EST3/EST3-720x540.png
292,ESTAT3,Estatua,Indio  ,Estatua ídolo azteca en forespan,100x30x150 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT3/ESTAT3-1-720x540.png
293,GN3,Galan de noche,Dormitorio  ,Galán de noche pintado con ruedas,45x45x123 (cm),https://atrezzovazquez.es/admin/img_prod/GN3/GN3-1-720x540.png
294,AGU3,Aguamaniles,Dormitorio  ,Aguamanil loza crema dibujos azules,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AGU3/AGU3-720x450.png
295,ADP3,Animales disecados en panoplia,,Panoplia madera con cuernos ciervo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADP3/ADP3-720x450.png
296,F3,Fichero,Despacho  ,Fichero madera 6 cajones,43x59x151 (cm),https://atrezzovazquez.es/admin/img_prod/F3/F3-1-720x540.png
297,MUS3,Instrumentos musicales,Musica  Piano  ,Piano clave figurado pintado,125x65x90 (cm),https://atrezzovazquez.es/admin/img_prod/MUS3/MUS3-1-720x540.png
298,ADO3,Adornos,Salón  ,Adorno mesa cobre con asa metal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO3/ADO3-720x540.png
299,DPT3,Deporte,Gimnasio  ,Rueda madera para rehabilitación,90x90x90 (cm),https://atrezzovazquez.es/admin/img_prod/DPT3/DPT3-1-720x540.png
300,LAM3,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa antigua madera pintada,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM3/LAM3-720X540.png
301,FUM3,Artículos de fumador,Cajas  ,Cajas para tabaco,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM3/FUM3-720x540.png
302,ASP3,Aspiradoras,Electrodomestico  ,Aspiradora antigua base mostaza con bolsa en barra,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP3/ASP3-720x540.png
303,AZP3,Azulejos y platos de pared,Decoración  ,Azulejo pared grande religioso con capilla forja hierro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP3/AZP3-720x540.png
304,BAD3,Bandejas,,Bandeja antigua de loza y metal con asa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD3/BAD3-720x540.png
305,BYC3,Atrezzo de bar y cafetería,Bar y cafetería  ,Botella de cristal de licor,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC3/BYC3-720x540.png
306,COL3,Atrezzo colegio,Colegio  ,Ábaco de madera antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL3/COL3-720x540.png
